( 008_yoruba_female_headset_0001 "omi nla agbọdọ walẹ lọdọọdun" )
( 008_yoruba_female_headset_0002 "okun kii ho ruru ka" )
( 008_yoruba_female_headset_0003 "naira naira mẹwaa marun un" )
( 008_yoruba_female_headset_0004 "ori adiẹ kuro adiẹ taji" )
( 008_yoruba_female_headset_0005 "eniyan ẹtu ọkan yinin jade" )
( 008_yoruba_female_headset_0006 "epo pupa lọpọlọpọ ọti ẹfun" )
( 008_yoruba_female_headset_0007 "oun ọsan gangan bayii laa" )
( 008_yoruba_female_headset_0008 "india tun faragba akoko ooru" )
( 008_yoruba_female_headset_0009 "mo fẹ ka feti silẹ" )
( 008_yoruba_female_headset_0010 "ara eti ọsa ijọba ibilẹ ijọba" )
( 008_yoruba_female_headset_0011 "aṣọ igba laa da fungba" )
( 008_yoruba_female_headset_0012 "si jọ n ṣe aṣepọ" )
( 008_yoruba_female_headset_0013 "bi a ba fi oju" )
( 008_yoruba_female_headset_0014 "ti awọn akẹkọọ kọ si" )
( 008_yoruba_female_headset_0015 "ni gba ọ laye lati" )
( 008_yoruba_female_headset_0016 "o jẹ ohun to ya" )
( 008_yoruba_female_headset_0017 "yọ awọn eroja epo gẹgẹ" )
( 008_yoruba_female_headset_0018 "ye yọ wa lẹnu mọ" )
( 008_yoruba_female_headset_0019 "ikede rẹ lọsẹ to kọja" )
( 008_yoruba_female_headset_0020 "ni ko pẹlẹ a fakọ" )
( 008_yoruba_female_headset_0021 "yege ninu idanwo ede yoruba" )
( 008_yoruba_female_headset_0022 "lo jẹ pe iru alifabẹẹti" )
( 008_yoruba_female_headset_0023 "apejẹ pataki fun ọgagun gowọnu" )
( 008_yoruba_female_headset_0024 "iṣọla ṣe sori fidio kasẹti" )
( 008_yoruba_female_headset_0025 "agbagbe lati mẹnubaa pe ko" )
( 008_yoruba_female_headset_0026 "lọwọ bayii ilẹ yoruba ati" )
( 008_yoruba_female_headset_0027 "mọ nipa aṣa ati iṣe" )
( 008_yoruba_female_headset_0028 "abalaye bii apẹẹrẹ bi eegun" )
( 008_yoruba_female_headset_0029 "bẹẹ naa owo irin yii" )
( 008_yoruba_female_headset_0030 "ere wọnyii fun ẹsọ inu" )
( 008_yoruba_female_headset_0031 "lẹhin ikomọ rẹ wọn ye" )
( 008_yoruba_female_headset_0032 "mu ki iṣẹ rẹ wuyi" )
( 008_yoruba_female_headset_0033 "eegun alare meji kan wa" )
( 008_yoruba_female_headset_0034 "alaga ijọba ibilẹ ila oorun" )
( 008_yoruba_female_headset_0035 "wọn o ba maa pe" )
( 008_yoruba_female_headset_0036 "orin yii ra lori igba" )
( 008_yoruba_female_headset_0037 "lori gbigbe aba naa yẹwo" )
( 008_yoruba_female_headset_0038 "wọn le ma rii irinṣẹ" )
( 008_yoruba_female_headset_0039 "oun ki ọrẹ oun ọjẹ" )
( 008_yoruba_female_headset_0040 "ẹnikẹni lo le lọ kọ" )
( 008_yoruba_female_headset_0041 "sọ imọ yoruba di dandan" )
( 008_yoruba_female_headset_0042 "ipade mẹtẹẹta gbogbo ẹsẹ ọmọ" )
( 008_yoruba_female_headset_0043 "naa si jamọ ọjẹlade lọwọ" )
( 008_yoruba_female_headset_0044 "ọlọrun yoo sin u omije" )
( 008_yoruba_female_headset_0045 "ẹkọ miiran ju ẹkọ ile" )
( 008_yoruba_female_headset_0046 "tabi ta awo-orin loriṣiriṣi yoo" )
( 008_yoruba_female_headset_0047 "itan iwe eegun alare pọ" )
( 008_yoruba_female_headset_0048 "run ọrọ nla ni yi" )
( 008_yoruba_female_headset_0049 "gbe ọmọ adiẹ pọn sẹ" )
( 008_yoruba_female_headset_0050 "wa papọ mọ ti yin" )
( 008_yoruba_female_headset_0051 "ta yin lẹnu ṣugbọn eyi" )
( 008_yoruba_female_headset_0052 "ṣere ipa pẹlu ẹnikan bo" )
( 008_yoruba_female_headset_0053 "sare hekitari tabi iye kannaa" )
( 008_yoruba_female_headset_0054 "olu damọran yoo da ẹgbẹ" )
( 008_yoruba_female_headset_0055 "iru eto yi pẹlu ibu" )
( 008_yoruba_female_headset_0056 "kaakiri ilẹ kaaarọ ọ oojiire" )
( 008_yoruba_female_headset_0057 "ma tan mi jẹ emi" )
( 008_yoruba_female_headset_0058 "ja ewe oye le e" )
( 008_yoruba_female_headset_0059 "sọrọ nipa anfaani awẹ gbigba" )
( 008_yoruba_female_headset_0060 "awujọ paapaa julọ ilu eko" )
( 008_yoruba_female_headset_0061 "bẹẹrẹ irin ajo igbesi aye" )
( 008_yoruba_female_headset_0062 "tun duro sidii igi ose" )
( 008_yoruba_female_headset_0063 "fara han niwaju itẹ idajọ" )
( 008_yoruba_female_headset_0064 "ọkọrin leeyan ki i" )
( 008_yoruba_female_headset_0065 "ri bẹnu ba sọ kọ" )
( 008_yoruba_female_headset_0066 "raimi ọgbẹni musibau owolabi ọgbẹni" )
( 008_yoruba_female_headset_0067 "titi de ọna ẹpẹ bo" )
( 008_yoruba_female_headset_0068 "ẹwọn ọdun meji meji nitori" )
( 008_yoruba_female_headset_0069 "tun wo ọjọ ori ẹya" )
( 008_yoruba_female_headset_0070 "iroyin owo iwe iroyin eto" )
( 008_yoruba_female_headset_0071 "onimọ ijinlẹ sayẹnsi sọtẹlẹ wipe" )
