( 023_yoruba_male_headset_0001 "ẹ foju fo o nitori orukọ" )
( 023_yoruba_male_headset_0003 "yan boya lati tesiwaju tabi" )
( 023_yoruba_male_headset_0004 "ma ṣalaye ọrọ kurani yi" )
( 023_yoruba_male_headset_0006 "idi iṣu awaja kan ọ" )
( 023_yoruba_male_headset_0007 "gbe igbeaye alaafia titi di" )
( 023_yoruba_male_headset_0008 "iwure ibẹrẹ ipade iba fun" )
( 023_yoruba_male_headset_0009 "nipa igbe aye aikiyesara samsoni" )
( 023_yoruba_male_headset_0012 "omiran gan-an ki i de" )
( 023_yoruba_male_headset_0013 "sọ tẹlẹ wi pe ọwọngogo" )
( 023_yoruba_male_headset_0014 "di ipo ọba mu nitori" )
( 023_yoruba_male_headset_0015 "oṣu ọwara ṣugbọn inu iwe" )
( 023_yoruba_male_headset_0016 "abẹmi ni awujọ ẹda aworan" )
( 023_yoruba_male_headset_0017 "fifi ilana itọsọna han wa" )
( 023_yoruba_male_headset_0018 "yọju wẹrẹ lairo lẹyin ọdun" )
( 023_yoruba_male_headset_0019 "pataki ninu mofiimu ṣugbọn ninu" )
( 023_yoruba_male_headset_0020 "obi abata alawẹ mẹrin wa" )
( 023_yoruba_male_headset_0021 "odo sọ odindi ipinlẹ lorukọ" )
( 023_yoruba_male_headset_0022 "igi ire mẹta lo wa" )
( 023_yoruba_male_headset_0023 "ero inu ẹni han ẹnikeji" )
( 023_yoruba_male_headset_0025 "abi ki mu ọ lọ" )
( 023_yoruba_male_headset_0027 "ayẹyẹ bii igbeyawo oku agba" )
( 023_yoruba_male_headset_0028 "ka peya e jẹ mi" )
( 023_yoruba_male_headset_0029 "olade funnua ọgbẹni laolu ogunniyi" )
( 023_yoruba_male_headset_0030 "itan orisirisi ibaa je omode" )
( 023_yoruba_male_headset_0032 "pẹlu noa kede ikun omi" )
( 023_yoruba_male_headset_0034 "ṣẹlẹ sii laarin ọdun mẹfa" )
( 023_yoruba_male_headset_0035 "ogun ibi gẹgẹ bi kiritẹni" )
( 023_yoruba_male_headset_0036 "lobẹ nikun eniyan meji pere" )
( 023_yoruba_male_headset_0038 "imọ ẹrọ ti o kun" )
( 023_yoruba_male_headset_0039 "ti o wa ni ayika" )
( 023_yoruba_male_headset_0040 "n de ba ile iṣẹ" )
( 023_yoruba_male_headset_0041 "ti a kọ soke yii" )
( 023_yoruba_male_headset_0042 "fi ede yoruba kọ awọn" )
( 023_yoruba_male_headset_0043 "ri pe ilera awọn eniyan" )
( 023_yoruba_male_headset_0044 "sugbọn eyi ko to iye" )
( 023_yoruba_male_headset_0045 "wa nibẹ ni ọjọ naa" )
( 023_yoruba_male_headset_0046 "sọ fun alaketu lo sọ" )
( 023_yoruba_male_headset_0047 "wọn gba pe ere jẹ" )
( 023_yoruba_male_headset_0048 "si idiwọ lati ita lori" )
( 023_yoruba_male_headset_0049 "ba fẹ ṣe aṣeyọri ẹni" )
( 023_yoruba_male_headset_0050 "maa ṣe akoso ijọba wọn" )
( 023_yoruba_male_headset_0051 "ati bi idagbasoke ilọsiwaju alaafia" )
( 023_yoruba_male_headset_0052 "ati ifẹ inu wọn jade" )
( 023_yoruba_male_headset_0053 "si ibi to gbajumọ laarin" )
