( 010_yoruba_female_headset_0001 "imisi atoke wa lo sọ" )
( 010_yoruba_female_headset_0002 "ọgọta le mẹrin ọmọ ẹgbẹ" )
( 010_yoruba_female_headset_0003 "maa dun joyiin lọ" )
( 010_yoruba_female_headset_0004 "tumọ iwe buoyan naa sii" )
( 010_yoruba_female_headset_0005 "ile ọjẹ pẹlu daṣọfunjo ọrẹ" )
( 010_yoruba_female_headset_0006 "papoda yala baba tabi iya" )
( 010_yoruba_female_headset_0007 "atele akowe agba gbogbo gbo" )
( 010_yoruba_female_headset_0008 "adebọwale se alaye ọrọ irin" )
( 010_yoruba_female_headset_0009 "inu oriki ki i lami" )
( 010_yoruba_female_headset_0010 "eto l'onii da l'ori aṣa" )
( 010_yoruba_female_headset_0011 "ẹranko oluko eko ijinle lori" )
( 010_yoruba_female_headset_0012 "mẹnuba ahunpọ ọ itan ọgbọn" )
( 010_yoruba_female_headset_0013 "ikolẹru tabi imunisin igbalode lọnakọna" )
( 010_yoruba_female_headset_0014 "ẹ ma ṣe bọ ọ" )
( 010_yoruba_female_headset_0015 "kii dara ko ma ku" )
( 010_yoruba_female_headset_0016 "eegun alare pọ diẹ a" )
( 010_yoruba_female_headset_0017 "ọjọ buruku ẹṣu gbomi mu" )
( 010_yoruba_female_headset_0018 "aye ode-oni lowe lowe naa" )
( 010_yoruba_female_headset_0019 "ri awa agbaagba ilu ẹmiloju" )
( 010_yoruba_female_headset_0020 "awon ẹkọ iwa rere ọgbọn" )
( 010_yoruba_female_headset_0021 "i ri iru iji lile" )
( 010_yoruba_female_headset_0022 "mu ọgbọn dani pẹlu idari" )
( 010_yoruba_female_headset_0024 "jade so wipe adehun na" )
( 010_yoruba_female_headset_0025 "ibẹrẹ ọdun yii karatu gbogbo" )
( 010_yoruba_female_headset_0026 "ẹṣa pipe ṣugbọn amulamala ewi" )
( 010_yoruba_female_headset_0027 "iṣọ kekere oni pako de" )
( 010_yoruba_female_headset_0028 "owo tun gun ori owo" )
( 010_yoruba_female_headset_0029 "kẹẹdogun oṣu kinni ọdun iyawo" )
( 010_yoruba_female_headset_0031 "tun da yẹn duro na" )
( 010_yoruba_female_headset_0034 "ọrọ aje agbara oselu iba" )
( 010_yoruba_female_headset_0035 "idiofoonu firomọrisi jẹ mọ iro" )
( 010_yoruba_female_headset_0036 "ẹru tawọn ọba niyi" )
( 010_yoruba_female_headset_0037 "sẹyiin kuro lọdọ eniti iṣe" )
( 010_yoruba_female_headset_0039 "bii igbeyawo ikomọjade oye jijẹ" )
( 010_yoruba_female_headset_0040 "wọnyi iyeipin kere ju iyeida" )
( 010_yoruba_female_headset_0041 "iran eniyan gbọdọ yan ọjọ" )
